customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Age,SatisfactionScore,NumSupportTickets,LatePaymentsCount,AvgDownloadGB,AvgUploadGB,ContractRenews,DiscountApplied,AppLoginsPerMonth,IsMultiProduct,EstimatedIncome
CUST-02839,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,772.4,No,62,4,0,0,15.05,19.45,3,20,7,0,34367.18
CUST-02840,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,No,38,3,1,0,115.27,24.47,1,0,28,1,26190.17
CUST-02841,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,No,35,5,2,1,91.4,33.1,1,15,13,0,20675.71
CUST-02842,Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No,54,5,3,1,76.39,27.89,0,20,8,0,63468.96
CUST-02843,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,No,62,1,1,1,28.56,32.5,3,15,20,0,79946.44
CUST-02844,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,Yes,49,4,5,1,43.42,21.38,2,10,3,1,57812.0
CUST-02845,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,No,53,1,1,1,21.62,17.92,4,15,2,1,86760.61
CUST-02846,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,No,34,2,1,0,66.65,25.13,2,0,18,1,54249.03
CUST-02847,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,No,52,5,1,1,99.36,36.13,2,0,10,1,21054.01
CUST-02848,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,No,66,4,0,0,7.19,22.48,3,10,3,1,66343.24
CUST-02849,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,No,28,1,2,1,16.88,24.62,3,15,26,0,75783.43
CUST-02850,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,No,38,1,1,1,31.38,14.18,3,15,4,1,25490.26
CUST-02851,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,No,69,2,1,1,87.12,24.25,0,20,13,1,59503.24
CUST-02852,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,No,43,1,0,0,107.81,25.48,0,20,25,1,40261.55
CUST-02853,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765,No,21,3,2,0,91.6,30.38,4,0,29,1,96816.0
CUST-02854,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,No,51,5,2,0,65.37,23.31,3,15,14,1,33008.99
CUST-02855,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,867.3,No,69,1,0,1,17.09,8.7,2,5,15,0,73023.0
CUST-02856,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,No,65,1,1,0,91.82,23.7,4,20,27,1,41231.77
CUST-02857,Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,No,35,2,3,0,17.15,12.62,0,15,22,1,50389.74
CUST-02858,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,No,57,3,1,2,44.98,4.41,1,10,11,0,85300.03
CUST-02859,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No,52,1,2,0,40.42,33.19,1,20,24,1,99760.3
CUST-02860,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No,58,5,1,0,46.31,3.58,4,0,27,1,25286.88
CUST-02861,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,Yes,46,5,0,1,42.9,25.64,0,0,26,1,54057.88
CUST-02862,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,Yes,69,1,3,1,93.46,39.55,4,0,27,1,67722.78
CUST-02863,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,No,46,3,1,0,24.75,4.42,0,0,19,1,48391.57
CUST-02864,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,No,55,5,2,1,102.27,9.59,3,15,20,1,26206.55
CUST-02865,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No,59,5,8,0,103.7,30.67,1,15,20,1,17029.42
CUST-02866,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,No,38,3,0,0,61.46,4.78,2,20,13,1,17660.7
CUST-02867,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,No,59,3,3,0,17.21,33.48,3,5,3,0,57288.04
CUST-02868,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No,30,1,3,0,71.17,1.01,2,0,2,1,49944.57
CUST-02869,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,Yes,66,4,2,1,99.41,35.71,4,5,6,1,98238.67
CUST-02870,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,No,58,2,1,0,38.29,3.61,1,0,4,1,92525.84
CUST-02871,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,Yes,34,4,0,1,101.34,36.96,2,20,17,1,66955.18
CUST-02872,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,No,26,4,1,0,82.85,34.72,4,10,28,0,55345.37
CUST-02873,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,Yes,58,5,0,0,118.53,22.04,0,0,24,1,63730.19
CUST-02874,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,No,18,3,3,0,99.84,31.34,3,10,16,0,54473.87
CUST-02875,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,Yes,19,5,5,0,28.17,3.92,0,0,11,1,44469.88
CUST-02876,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.7,386.5,No,65,2,1,0,56.64,6.27,3,5,3,0,66881.47
CUST-02877,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,46,1,1,1,16.9,15.4,1,0,10,1,94080.6
CUST-02878,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,No,50,2,0,1,13.01,21.96,2,5,13,1,69908.94
CUST-02879,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,7101.5,Yes,27,5,0,1,86.2,34.86,0,10,6,1,30081.92
CUST-02880,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,No,67,5,1,1,109.99,22.16,0,15,29,1,55449.56
CUST-02881,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No,57,5,2,0,116.96,26.94,2,10,7,1,29668.85
CUST-02882,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,No,38,5,1,1,36.1,27.52,2,15,9,1,25152.02
CUST-02883,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,No,45,4,2,1,28.2,35.23,4,20,10,0,43020.76
CUST-02884,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No,28,1,2,0,69.43,31.29,3,20,26,1,31930.08
CUST-02885,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,51,4,2,2,28.1,39.1,4,20,5,1,94502.85
CUST-02886,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,No,25,5,1,0,39.03,1.78,0,20,22,1,19748.75
CUST-02887,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,Yes,39,3,1,0,101.28,9.11,2,0,8,1,96951.84
CUST-02888,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71,Yes,25,4,2,0,98.2,37.29,1,10,5,1,86468.38
CUST-02889,Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85,No,66,5,1,1,107.93,31.9,0,5,6,0,37208.41
CUST-02890,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Yes,32,5,1,2,60.46,11.43,0,0,29,1,22868.79
CUST-02891,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,Yes,34,1,3,2,69.87,39.0,3,0,17,1,63194.85
CUST-02892,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,40,2,1,1,93.62,34.93,4,20,6,0,35932.08
CUST-02893,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.7,Yes,41,4,3,1,32.52,3.52,3,0,6,1,36296.75
CUST-02894,Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,2896.4,Yes,62,4,1,0,99.66,32.64,0,5,13,1,63786.57
CUST-02895,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,717.5,No,36,4,2,0,7.02,31.6,2,10,14,0,53901.24
CUST-02896,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.95,253.8,No,22,5,3,2,96.73,9.62,1,20,17,0,58087.66
CUST-02897,Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.45,1110.05,No,49,1,0,0,94.23,27.1,3,20,20,0,42122.65
CUST-02898,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4,348.8,No,61,5,1,0,39.7,38.84,0,5,3,0,42559.08
CUST-02899,Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,No,18,5,2,0,88.71,27.36,4,0,22,0,99950.59
CUST-02900,Female,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,40,3,2,0,29.61,32.74,3,5,3,1,48423.2
CUST-02901,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,95.1,6843.15,No,54,1,1,0,71.27,4.88,0,15,24,1,33952.52
CUST-02902,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1,450.9,No,25,4,3,0,85.57,29.37,4,10,8,1,74879.78
CUST-02903,Male,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.5,432.25,No,30,2,1,0,87.19,8.99,4,10,28,0,81620.45
CUST-02904,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.95,1767.35,Yes,25,4,4,0,118.04,3.8,1,5,4,1,34994.23
CUST-02905,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,79.2,1742.45,No,40,5,2,0,25.93,22.53,2,10,23,1,24293.37
CUST-02906,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,No,60,1,4,1,60.29,30.27,1,10,18,1,39994.03
CUST-02907,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.45,Yes,18,1,1,1,106.21,22.32,4,0,3,1,59646.86
CUST-02908,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,Yes,62,1,1,1,69.57,37.33,3,20,28,1,47366.76
CUST-02909,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,55.45,2444.25,No,68,3,2,1,105.78,28.13,2,20,1,1,28139.34
CUST-02910,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.4,949.8,No,41,4,1,0,54.92,5.59,4,20,10,0,17089.05
CUST-02911,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes,52,3,2,1,96.47,37.45,2,5,15,1,57984.15
CUST-02912,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.8,No,41,2,3,2,105.06,6.96,3,5,2,1,88999.33
CUST-02913,Male,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.9,3334.95,No,34,5,4,0,102.34,30.57,0,20,27,0,65612.15
CUST-02914,Male,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2010.95,No,22,3,1,0,105.21,6.79,0,15,27,1,88829.21
CUST-02915,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,37,3,1,1,30.25,39.94,4,15,19,0,80124.55
CUST-02916,Male,0,No,No,51,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.45,2181.55,No,38,5,0,0,55.48,13.96,4,0,8,0,44168.08
CUST-02917,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,1303.25,No,57,1,0,2,25.08,20.34,1,5,3,0,50120.49
CUST-02918,Male,1,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,371.4,No,48,5,1,1,25.76,19.21,4,20,0,0,88299.29
CUST-02919,Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,No,63,4,1,0,61.1,4.97,0,15,28,0,74958.87
CUST-02920,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,No,53,5,2,0,115.41,20.27,0,20,14,1,62549.17
CUST-02921,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,Yes,28,1,0,1,73.07,6.83,1,10,1,1,95526.55
CUST-02922,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,Yes,69,5,1,0,103.19,32.28,3,15,6,1,18966.76
CUST-02923,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667,No,32,3,2,1,112.78,38.37,2,20,17,1,87833.16
CUST-02924,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,824.75,Yes,36,2,1,0,14.96,32.51,0,5,26,1,42086.55
CUST-02925,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.05,5153.5,No,24,3,2,2,23.64,17.81,2,5,14,1,70174.42
CUST-02926,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,No,68,2,2,0,38.45,1.09,4,10,15,1,92777.67
CUST-02927,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,No,45,5,1,1,75.93,2.43,4,10,2,1,45093.8
CUST-02928,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.1,6683.4,No,68,4,4,0,12.1,20.31,3,0,26,1,57083.13
CUST-02929,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.05,No,60,5,1,0,95.47,27.5,2,20,25,0,42424.84
CUST-02930,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,755.6,No,22,1,3,1,12.34,32.96,0,15,2,0,74860.94
CUST-02931,Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No,22,5,3,0,23.22,24.38,1,15,23,1,26086.45
CUST-02932,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,No,47,2,0,0,48.9,39.15,0,15,6,1,79004.23
CUST-02933,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,49,3,5,0,69.14,20.26,2,0,16,0,81358.02
CUST-02934,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No,25,4,3,0,106.37,24.4,2,20,7,0,20612.18
CUST-02935,Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,No,27,5,1,0,115.83,9.97,0,10,18,1,48977.65
CUST-02936,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,No,55,5,1,1,106.73,14.25,0,0,4,1,74228.94
CUST-02937,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,No,64,3,2,0,17.31,27.64,3,10,6,1,23018.22
CUST-02938,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,No,49,4,3,0,77.59,24.46,4,0,18,1,82440.53
CUST-02939,Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.8,1029.75,Yes,65,5,1,0,55.8,15.42,3,0,23,1,69611.66
CUST-02940,Male,1,No,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,2854.55,Yes,45,5,1,2,19.47,5.37,0,15,7,0,54367.54
CUST-02941,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.95,7114.25,No,34,2,0,1,68.84,14.36,0,0,24,1,23068.18
CUST-02942,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.95,907.05,No,48,2,0,1,46.02,2.72,1,15,21,0,21064.19
CUST-02943,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.6,973.95,No,25,1,1,2,44.77,23.65,4,15,1,0,35843.05
CUST-02944,Male,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,No,57,3,0,1,15.86,13.6,1,15,7,0,82171.18
CUST-02945,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,No,42,4,0,0,117.57,15.81,4,5,13,1,90651.13
CUST-02946,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.75,4116.9,No,26,5,1,0,88.49,23.43,4,15,9,1,36054.69
CUST-02947,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,No,19,5,0,0,37.24,23.67,2,20,17,1,40875.98
CUST-02948,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,Yes,32,1,2,0,110.51,23.95,4,20,24,1,29463.91
CUST-02949,Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,No,67,5,3,1,114.03,20.17,0,0,17,1,73299.01
CUST-02950,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,55.7,No,20,3,2,1,98.19,20.04,4,10,15,0,17354.27
CUST-02951,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,No,66,1,1,1,80.82,33.03,3,20,14,1,94124.02
CUST-02952,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No,53,3,3,0,48.28,19.23,2,10,6,0,38376.52
CUST-02953,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Yes,21,1,1,1,54.95,21.91,1,15,11,1,80486.79
CUST-02954,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,Yes,31,5,4,0,57.33,39.54,4,10,2,1,96988.69
CUST-02955,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,Yes,58,1,1,0,114.11,8.06,1,15,0,1,27484.19
CUST-02956,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.15,No,58,2,1,3,92.42,29.33,0,5,23,1,25569.2
CUST-02957,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,324.2,No,42,4,2,0,38.58,19.45,1,0,10,1,38446.8
CUST-02958,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,19.55,No,67,5,3,0,76.83,33.39,4,10,28,0,65113.97
CUST-02959,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,2793.55,No,27,4,0,1,73.3,16.76,1,10,22,1,15114.58
CUST-02960,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095,Yes,38,5,1,1,98.39,12.82,0,10,2,1,66503.87
CUST-02961,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.65,No,53,4,0,0,15.96,9.1,4,0,0,1,64037.21
CUST-02962,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,Yes,29,2,1,1,85.65,35.02,1,5,11,0,18900.48
CUST-02963,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.6,917.15,No,44,4,2,2,43.08,29.01,1,0,11,0,59459.2
CUST-02964,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.35,1346.9,No,57,1,2,0,19.91,4.0,0,20,25,1,85925.03
CUST-02965,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,4242.35,Yes,19,4,2,0,89.15,28.83,3,0,19,1,40453.69
